"","gene","mlcalc","hypo","value"
"24","atpB","IQTree","Hypo 4",0.0207202541811951
"466","rpl36","RAxML","Hypo 2",0.0204964250866665
"467","rpl36","RAxML","Hypo 3",0.0204506257116989
"468","rpl36","RAxML","Hypo 4",0.0204506257116989
"306","psbE","RAxML","Hypo 2",0.0190441592095844
"241","psaB","RAxML","Hypo 1",0.0187821652993826
"269","psaJ","IQTree","Hypo 1",0.018544673988327
"17","atpB","RAxML","Hypo 1",0.0185141387413332
"18","atpB","RAxML","Hypo 2",0.018134324727801
"19","atpB","RAxML","Hypo 3",0.0180315723108108
"20","atpB","RAxML","Hypo 4",0.0180315723108108
"523","rps14","RAxML","Hypo 3",0.0174914489203534
"524","rps14","RAxML","Hypo 4",0.0174914489203534
"29","atpE","IQTree","Hypo 1",0.0173877351409933
"37","atpF","IQTree","Hypo 1",0.0172790084592066
"291","psbC","RAxML","Hypo 3",0.0166288905222207
"457","rpl33","RAxML","Hypo 1",0.0149536880177879
"387","psbZ","RAxML","Hypo 3",0.0148881558037769
"585","rps7","RAxML","Hypo 1",0.0135273500730927
"586","rps7","RAxML","Hypo 2",0.0135273500730927
"587","rps7","RAxML","Hypo 3",0.0135273500730927
"588","rps7","RAxML","Hypo 4",0.0135273500730927
"597","rps8","IQTree","Hypo 1",0.013449123887203
"113","ndhC","RAxML","Hypo 1",0.0133964224079914
"386","psbZ","RAxML","Hypo 2",0.0131188613856957
"295","psbC","IQTree","Hypo 3",0.012438649444373
"593","rps8","RAxML","Hypo 1",0.0122669039832116
"526","rps14","IQTree","Hypo 2",0.0120473122867025
"305","psbE","RAxML","Hypo 1",0.0115660422501966
"296","psbC","IQTree","Hypo 4",0.0110278435486424
"322","psbH","RAxML","Hypo 2",0.0107057616886111
"323","psbH","RAxML","Hypo 3",0.0107057616886111
"324","psbH","RAxML","Hypo 4",0.0107057616886111
"114","ndhC","RAxML","Hypo 2",0.0105424538573016
"115","ndhC","RAxML","Hypo 3",0.0105011047037919
"116","ndhC","RAxML","Hypo 4",0.0105011047037919
"388","psbZ","RAxML","Hypo 4",0.0104810828018231
"245","psaB","IQTree","Hypo 1",0.0099858787752268
"255","psaC","IQTree","Hypo 3",0.00998352643107635
"195","petB","RAxML","Hypo 3",0.00978010906551318
"30","atpE","IQTree","Hypo 2",0.00975158106838748
"31","atpE","IQTree","Hypo 3",0.00975158106838748
"32","atpE","IQTree","Hypo 4",0.00975158106838748
"256","psaC","IQTree","Hypo 4",0.0096498980996347
"28","atpE","RAxML","Hypo 4",0.00949315542904466
"270","psaJ","IQTree","Hypo 2",0.00893818773577732
"254","psaC","IQTree","Hypo 2",0.00883876741029728
"240","psaA","IQTree","Hypo 4",0.00842100096979767
"287","psbB","IQTree","Hypo 3",0.00822870585207662
"547","rps18","RAxML","Hypo 3",0.00816823114266485
"83","concatenated_125spp","RAxML","Hypo 3",0.00816169916949488
"84","concatenated_125spp","RAxML","Hypo 4",0.00816169916949488
"285","psbB","IQTree","Hypo 1",0.00814278412665676
"376","psbN","IQTree","Hypo 4",0.0078231536692905
"374","psbN","IQTree","Hypo 2",0.00781155554291205
"569","rps3","RAxML","Hypo 1",0.00764286159323415
"288","psbB","IQTree","Hypo 4",0.00733414843954861
"286","psbB","IQTree","Hypo 2",0.00729299207001717
"239","psaA","IQTree","Hypo 3",0.00719671489871131
"251","psaC","RAxML","Hypo 3",0.00702933851795459
"252","psaC","RAxML","Hypo 4",0.00702933851795459
"405","rpl14","IQTree","Hypo 1",0.00701823339594801
"222","petL","IQTree","Hypo 2",0.00694972870837416
"518","rps12","IQTree","Hypo 2",0.00690428852236058
"519","rps12","IQTree","Hypo 3",0.00690428852236058
"520","rps12","IQTree","Hypo 4",0.00690428852236058
"486","rpoB","IQTree","Hypo 2",0.00685954323066288
"487","rpoB","IQTree","Hypo 3",0.0068146900149603
"488","rpoB","IQTree","Hypo 4",0.0068146900149603
"562","rps2","RAxML","Hypo 2",0.00663104818260281
"90","matK","RAxML","Hypo 2",0.00658179306876173
"230","petN","IQTree","Hypo 2",0.0065736849128425
"231","petN","IQTree","Hypo 3",0.0065736849128425
"232","petN","IQTree","Hypo 4",0.0065736849128425
"54","atpI","IQTree","Hypo 2",0.00649409988630707
"229","petN","IQTree","Hypo 1",0.00648382603097892
"194","petB","RAxML","Hypo 2",0.00632139225171163
"563","rps2","RAxML","Hypo 3",0.00611170461764419
"564","rps2","RAxML","Hypo 4",0.00611170461764419
"55","atpI","IQTree","Hypo 3",0.00608714492462053
"56","atpI","IQTree","Hypo 4",0.00608714492462053
"561","rps2","RAxML","Hypo 1",0.00600217738269483
"86","concatenated_125spp","IQTree","Hypo 2",0.00598776530379518
"309","psbE","IQTree","Hypo 1",0.00595427017638042
"311","psbE","IQTree","Hypo 3",0.00595427017638042
"567","rps2","IQTree","Hypo 3",0.00587309117926838
"568","rps2","IQTree","Hypo 4",0.00587309117926838
"534","rps15","IQTree","Hypo 2",0.00572911860585902
"535","rps15","IQTree","Hypo 3",0.00572911860585902
"536","rps15","IQTree","Hypo 4",0.00572911860585902
"533","rps15","IQTree","Hypo 1",0.00572860657868328
"548","rps18","RAxML","Hypo 4",0.00565209105847857
"594","rps8","RAxML","Hypo 2",0.00556517744550881
"292","psbC","RAxML","Hypo 4",0.00555817715922527
"622","ycf3","IQTree","Hypo 2",0.00555262100273375
"525","rps14","IQTree","Hypo 1",0.00547270804386031
"99","ndhA","RAxML","Hypo 3",0.00546689419367206
"100","ndhA","RAxML","Hypo 4",0.00546689419367206
"321","psbH","RAxML","Hypo 1",0.0054049360156558
"97","ndhA","RAxML","Hypo 1",0.00536954283564116
"98","ndhA","RAxML","Hypo 2",0.00536954283564116
"94","matK","IQTree","Hypo 2",0.00535288084430555
"527","rps14","IQTree","Hypo 3",0.00534326991020792
"528","rps14","IQTree","Hypo 4",0.00534151039813023
"375","psbN","IQTree","Hypo 3",0.00516596954436757
"198","petB","IQTree","Hypo 2",0.00514198405287298
"199","petB","IQTree","Hypo 3",0.00514198405287298
"200","petB","IQTree","Hypo 4",0.00514198405287298
"95","matK","IQTree","Hypo 3",0.00512640224719051
"96","matK","IQTree","Hypo 4",0.00512640224719051
"290","psbC","RAxML","Hypo 2",0.00503189825016364
"235","psaA","RAxML","Hypo 3",0.0049141835537554
"236","psaA","RAxML","Hypo 4",0.0049141835537554
"402","rpl14","RAxML","Hypo 2",0.00487902995823282
"570","rps3","RAxML","Hypo 2",0.00486379824142957
"521","rps14","RAxML","Hypo 1",0.00474271370982198
"449","rpl32","RAxML","Hypo 1",0.00469265056586715
"509","rps11","IQTree","Hypo 1",0.00469183688264343
"623","ycf3","IQTree","Hypo 3",0.00467436976570532
"624","ycf3","IQTree","Hypo 4",0.00467421045347055
"578","rps4","RAxML","Hypo 2",0.0045092497528229
"465","rpl36","RAxML","Hypo 1",0.00449810330398639
"398","rbcL","IQTree","Hypo 2",0.00437574420337082
"38","atpF","IQTree","Hypo 2",0.00434050688284213
"579","rps4","RAxML","Hypo 3",0.00430967902903839
"580","rps4","RAxML","Hypo 4",0.00430967902903839
"554","rps19","RAxML","Hypo 2",0.00430288275461928
"483","rpoB","RAxML","Hypo 3",0.00421426150114111
"484","rpoB","RAxML","Hypo 4",0.00421426150114111
"571","rps3","RAxML","Hypo 3",0.00421142889448858
"482","rpoB","RAxML","Hypo 2",0.00416813307529084
"572","rps3","RAxML","Hypo 4",0.0041540823294682
"454","rpl32","IQTree","Hypo 2",0.00405495529609555
"496","rpoC1","IQTree","Hypo 4",0.00399991385267233
"453","rpl32","IQTree","Hypo 1",0.00389081808021569
"39","atpF","IQTree","Hypo 3",0.00381575680566778
"40","atpF","IQTree","Hypo 4",0.00381575680566778
"14","atpA","IQTree","Hypo 2",0.00380175398116887
"196","petB","RAxML","Hypo 4",0.00373630833845388
"555","rps19","RAxML","Hypo 3",0.00372474607635652
"556","rps19","RAxML","Hypo 4",0.00372474607635652
"13","atpA","IQTree","Hypo 1",0.00371124417592447
"187","petA","RAxML","Hypo 3",0.00360739980225831
"188","petA","RAxML","Hypo 4",0.00360739980225831
"616","ycf2","IQTree","Hypo 4",0.00360185137579735
"546","rps18","RAxML","Hypo 2",0.00360000000000001
"312","psbE","IQTree","Hypo 4",0.00359072880253206
"595","rps8","RAxML","Hypo 3",0.00358799851356343
"596","rps8","RAxML","Hypo 4",0.00358799851356343
"35","atpF","RAxML","Hypo 3",0.00358515457593301
"36","atpF","RAxML","Hypo 4",0.00358515457593301
"615","ycf2","IQTree","Hypo 3",0.00358515457593301
"410","rpl16","RAxML","Hypo 2",0.00353836120259083
"411","rpl16","RAxML","Hypo 3",0.00353836120259083
"412","rpl16","RAxML","Hypo 4",0.00353836120259083
"79","clpP","IQTree","Hypo 3",0.00353513790395792
"221","petL","IQTree","Hypo 1",0.00353502154637469
"80","clpP","IQTree","Hypo 4",0.00352319930366327
"265","psaJ","RAxML","Hypo 1",0.00342077963823064
"34","atpF","RAxML","Hypo 2",0.00341955162752859
"78","clpP","IQTree","Hypo 2",0.00338090717608948
"573","rps3","IQTree","Hypo 1",0.00330454232837167
"614","ycf2","IQTree","Hypo 2",0.00330454232837163
"362","psbM","RAxML","Hypo 2",0.00323999144694869
"363","psbM","RAxML","Hypo 3",0.00323999144694869
"364","psbM","RAxML","Hypo 4",0.00323999144694869
"76","clpP","RAxML","Hypo 4",0.0031800838563367
"33","atpF","RAxML","Hypo 1",0.00317700068198503
"495","rpoC1","IQTree","Hypo 3",0.00308980516356614
"618","ycf3","RAxML","Hypo 2",0.00303196987671931
"313","psbF","RAxML","Hypo 1",0.00301725813194695
"610","ycf2","RAxML","Hypo 2",0.00299555225848812
"611","ycf2","RAxML","Hypo 3",0.00299555225848812
"612","ycf2","RAxML","Hypo 4",0.00299555225848812
"218","petL","RAxML","Hypo 2",0.0029022979401387
"302","psbD","IQTree","Hypo 2",0.00282646162778364
"602","ycf1","RAxML","Hypo 2",0.00274811450513499
"456","rpl32","IQTree","Hypo 4",0.00264829177647278
"11","atpA","RAxML","Hypo 3",0.00262848498822674
"12","atpA","RAxML","Hypo 4",0.00262848498822674
"490","rpoC1","RAxML","Hypo 2",0.00262777472398225
"319","psbF","IQTree","Hypo 3",0.00262368697319885
"15","atpA","IQTree","Hypo 3",0.0026207123713474
"16","atpA","IQTree","Hypo 4",0.0026207123713474
"156","ndhH","RAxML","Hypo 4",0.00260798773003249
"138","ndhF","RAxML","Hypo 2",0.00259031529612388
"157","ndhH","IQTree","Hypo 1",0.00255342906696074
"170","ndhJ","RAxML","Hypo 2",0.00252921595229299
"178","ndhK","RAxML","Hypo 2",0.0025216661158845
"179","ndhK","RAxML","Hypo 3",0.0025216661158845
"180","ndhK","RAxML","Hypo 4",0.0025216661158845
"191","petA","IQTree","Hypo 3",0.00250066657780148
"192","petA","IQTree","Hypo 4",0.00250066657780148
"171","ndhJ","RAxML","Hypo 3",0.00248043007023647
"243","psaB","RAxML","Hypo 3",0.0024282778534042
"244","psaB","RAxML","Hypo 4",0.0024282778534042
"1","accD","RAxML","Hypo 1",0.00238607068908978
"50","atpI","RAxML","Hypo 2",0.00238607068908978
"27","atpE","RAxML","Hypo 3",0.00238607068908976
"177","ndhK","RAxML","Hypo 1",0.00236330277366232
"6","accD","IQTree","Hypo 2",0.0023180451534285
"51","atpI","RAxML","Hypo 3",0.00230651251893417
"52","atpI","RAxML","Hypo 4",0.00230651251893417
"604","ycf1","RAxML","Hypo 4",0.00229524145425559
"621","ycf3","IQTree","Hypo 1",0.00229503812604497
"574","rps3","IQTree","Hypo 2",0.0022715633383201
"5","accD","IQTree","Hypo 1",0.00225388553391693
"155","ndhH","RAxML","Hypo 3",0.00224760613394192
"351","psbK","IQTree","Hypo 3",0.00224163630710544
"403","rpl14","RAxML","Hypo 3",0.00223788590713051
"404","rpl14","RAxML","Hypo 4",0.00223788590713051
"217","petL","RAxML","Hypo 1",0.00223544179078767
"242","psaB","RAxML","Hypo 2",0.00222803351261451
"175","ndhJ","IQTree","Hypo 3",0.00221597232233016
"176","ndhJ","IQTree","Hypo 4",0.00221597232233016
"517","rps12","IQTree","Hypo 1",0.00221506960011042
"174","ndhJ","IQTree","Hypo 2",0.00221461810101275
"399","rbcL","IQTree","Hypo 3",0.00217012288438543
"143","ndhF","IQTree","Hypo 3",0.00207521886395949
"144","ndhF","IQTree","Hypo 4",0.00206755894716451
"182","ndhK","IQTree","Hypo 2",0.0020611000299193
"379","psbT","RAxML","Hypo 3",0.0020386047516214
"380","psbT","RAxML","Hypo 4",0.0020386047516214
"461","rpl33","IQTree","Hypo 1",0.00201169911600451
"462","rpl33","IQTree","Hypo 2",0.00201169911600451
"455","rpl32","IQTree","Hypo 3",0.00200734484664029
"279","psbA","IQTree","Hypo 3",0.00200542597303748
"280","psbA","IQTree","Hypo 4",0.00200542597303748
"352","psbK","IQTree","Hypo 4",0.00199703112978574
"603","ycf1","RAxML","Hypo 3",0.00198403628999068
"373","psbN","IQTree","Hypo 1",0.00196797696463483
"147","ndhG","RAxML","Hypo 3",0.00196299091524473
"148","ndhG","RAxML","Hypo 4",0.00196299091524473
"142","ndhF","IQTree","Hypo 2",0.0019572429588582
"172","ndhJ","RAxML","Hypo 4",0.00195308303288245
"278","psbA","IQTree","Hypo 2",0.00194054975028556
"317","psbF","IQTree","Hypo 1",0.0019119623427254
"153","ndhH","RAxML","Hypo 1",0.0019078784028339
"49","atpI","RAxML","Hypo 1",0.00186722610664412
"82","concatenated_125spp","RAxML","Hypo 2",0.00185831464863551
"318","psbF","IQTree","Hypo 2",0.00185303354889579
"146","ndhG","RAxML","Hypo 2",0.0018475208614068
"320","psbF","IQTree","Hypo 4",0.00183742573546071
"127","ndhD","IQTree","Hypo 3",0.00181571176600252
"53","atpI","IQTree","Hypo 1",0.00174095759090603
"426","rpl20","RAxML","Hypo 2",0.0017406129188689
"427","rpl20","RAxML","Hypo 3",0.0017406129188689
"428","rpl20","RAxML","Hypo 4",0.0017406129188689
"259","psaI","RAxML","Hypo 3",0.00173921706523366
"260","psaI","RAxML","Hypo 4",0.00173921706523366
"74","clpP","RAxML","Hypo 2",0.00173700892340828
"140","ndhF","RAxML","Hypo 4",0.00171082825945018
"139","ndhF","RAxML","Hypo 3",0.00167956343534067
"253","psaC","IQTree","Hypo 1",0.00167606682444346
"150","ndhG","IQTree","Hypo 2",0.00166533279957291
"151","ndhG","IQTree","Hypo 3",0.00166533279957291
"152","ndhG","IQTree","Hypo 4",0.00166533279957291
"463","rpl33","IQTree","Hypo 3",0.00164418166068513
"93","matK","IQTree","Hypo 1",0.00161744654728783
"550","rps18","IQTree","Hypo 2",0.00161658075373095
"552","rps18","IQTree","Hypo 4",0.00161658075373095
"406","rpl14","IQTree","Hypo 2",0.00161025877837487
"408","rpl14","IQTree","Hypo 4",0.00161025877837487
"202","petD","RAxML","Hypo 2",0.00160029164008731
"203","petD","RAxML","Hypo 3",0.00160029164008731
"204","petD","RAxML","Hypo 4",0.00160029164008731
"414","rpl16","IQTree","Hypo 2",0.0016
"415","rpl16","IQTree","Hypo 3",0.0016
"416","rpl16","IQTree","Hypo 4",0.0016
"213","petG","IQTree","Hypo 1",0.00159461594122221
"215","petG","IQTree","Hypo 3",0.00159461594122221
"216","petG","IQTree","Hypo 4",0.00159461594122221
"470","rpl36","IQTree","Hypo 2",0.00159058616029857
"471","rpl36","IQTree","Hypo 3",0.00159058616029857
"214","petG","IQTree","Hypo 2",0.00157357342800816
"293","psbC","IQTree","Hypo 1",0.00156950098226581
"407","rpl14","IQTree","Hypo 3",0.00154038956111758
"418","rpl2","RAxML","Hypo 2",0.00150996688705415
"419","rpl2","RAxML","Hypo 3",0.00150996688705415
"420","rpl2","RAxML","Hypo 4",0.00150996688705415
"137","ndhF","RAxML","Hypo 1",0.00148449767036979
"464","rpl33","IQTree","Hypo 4",0.00148018016921364
"472","rpl36","IQTree","Hypo 4",0.00147646648455019
"478","rpoA","IQTree","Hypo 2",0.00147146185815331
"124","ndhD","RAxML","Hypo 4",0.00146311630888776
"480","rpoA","IQTree","Hypo 4",0.00145180347614039
"8","accD","IQTree","Hypo 4",0.00145010344458593
"469","rpl36","IQTree","Hypo 1",0.0014340618303732
"479","rpoA","IQTree","Hypo 3",0.00141576834263237
"238","psaA","IQTree","Hypo 2",0.00140385184403483
"493","rpoC1","IQTree","Hypo 1",0.00138019322318773
"529","rps15","RAxML","Hypo 1",0.00137758242342639
"48","atpH","IQTree","Hypo 4",0.00137539715476416
"21","atpB","IQTree","Hypo 1",0.00136337815737234
"396","rbcL","RAxML","Hypo 4",0.00136324514792217
"400","rbcL","IQTree","Hypo 4",0.00136154960737144
"475","rpoA","RAxML","Hypo 3",0.00135602359861472
"476","rpoA","RAxML","Hypo 4",0.00135602359861472
"22","atpB","IQTree","Hypo 2",0.00134357731448548
"474","rpoA","RAxML","Hypo 2",0.00132378245946983
"7","accD","IQTree","Hypo 3",0.00132080783361295
"2","accD","RAxML","Hypo 2",0.0013114877048604
"145","ndhG","RAxML","Hypo 1",0.00129938446966246
"149","ndhG","IQTree","Hypo 1",0.00128582010146573
"498","rpoC2","RAxML","Hypo 2",0.00125932007580811
"89","matK","RAxML","Hypo 1",0.00125491035536408
"401","rpl14","RAxML","Hypo 1",0.00125320921371227
"500","rpoC2","RAxML","Hypo 4",0.00124662370157692
"530","rps15","RAxML","Hypo 2",0.00123843987877221
"531","rps15","RAxML","Hypo 3",0.00123843987877221
"532","rps15","RAxML","Hypo 4",0.00123843987877221
"234","psaA","RAxML","Hypo 2",0.0012352057858241
"219","petL","RAxML","Hypo 3",0.00123293687321506
"220","petL","RAxML","Hypo 4",0.00123293687321506
"43","atpH","RAxML","Hypo 3",0.00119672218998396
"44","atpH","RAxML","Hypo 4",0.00119672218998396
"499","rpoC2","RAxML","Hypo 3",0.00119660221182034
"314","psbF","RAxML","Hypo 2",0.00119085403527608
"315","psbF","RAxML","Hypo 3",0.00119085403527608
"316","psbF","RAxML","Hypo 4",0.00119085403527608
"369","psbN","RAxML","Hypo 1",0.00118203214846298
"598","rps8","IQTree","Hypo 2",0.00117462050609264
"370","psbN","RAxML","Hypo 2",0.00117462050609264
"371","psbN","RAxML","Hypo 3",0.00117462050609264
"372","psbN","RAxML","Hypo 4",0.00117462050609264
"385","psbZ","RAxML","Hypo 1",0.00116258333034669
"459","rpl33","RAxML","Hypo 3",0.00115487373047158
"125","ndhD","IQTree","Hypo 1",0.00114990492360601
"106","ndhB","RAxML","Hypo 2",0.00114217395055803
"107","ndhB","RAxML","Hypo 3",0.00113553746452212
"108","ndhB","RAxML","Hypo 4",0.00113553746452212
"154","ndhH","RAxML","Hypo 2",0.00113036867142244
"589","rps7","IQTree","Hypo 1",0.00112895231667831
"590","rps7","IQTree","Hypo 2",0.00112895231667831
"591","rps7","IQTree","Hypo 3",0.00112895231667831
"592","rps7","IQTree","Hypo 4",0.00112895231667831
"450","rpl32","RAxML","Hypo 2",0.00112326903871394
"409","rpl16","RAxML","Hypo 1",0.00111234946547087
"395","rbcL","RAxML","Hypo 3",0.00110866646622568
"625","ycf4","RAxML","Hypo 1",0.00108949957931765
"394","rbcL","RAxML","Hypo 2",0.00107998950612186
"433","rpl22","RAxML","Hypo 1",0.00107229908763056
"451","rpl32","RAxML","Hypo 3",0.0010653324989567
"452","rpl32","RAxML","Hypo 4",0.0010653324989567
"458","rpl33","RAxML","Hypo 2",0.00102962776445341
"257","psaI","RAxML","Hypo 1",0.00102659631793612
"258","psaI","RAxML","Hypo 2",0.00102586613811614
"122","ndhD","RAxML","Hypo 2",0.00102150934079593
"123","ndhD","RAxML","Hypo 3",0.00101745040829189
"277","psbA","IQTree","Hypo 1",0.000986576572463249
"325","psbH","IQTree","Hypo 1",0.000986508996411082
"421","rpl2","IQTree","Hypo 1",0.000970857353064806
"553","rps19","RAxML","Hypo 1",0.000957296192408598
"233","psaA","RAxML","Hypo 1",0.000950157881617579
"605","ycf1","IQTree","Hypo 1",0.000950006315768479
"197","petB","IQTree","Hypo 1",0.00094912450886769
"275","psbA","RAxML","Hypo 3",0.000945163125250522
"276","psbA","RAxML","Hypo 4",0.000945163125250522
"281","psbB","RAxML","Hypo 1",0.000943468777084506
"481","rpoB","RAxML","Hypo 1",0.000940638081304389
"173","ndhJ","IQTree","Hypo 1",0.000935153463341712
"303","psbD","IQTree","Hypo 3",0.000932326123199388
"494","rpoC1","IQTree","Hypo 2",0.000892263040438937
"206","petD","IQTree","Hypo 2",0.000890617763128492
"207","petD","IQTree","Hypo 3",0.000890617763128492
"208","petD","IQTree","Hypo 4",0.000890617763128492
"558","rps19","IQTree","Hypo 2",0.000884437297570231
"560","rps19","IQTree","Hypo 4",0.000884437297570231
"397","rbcL","IQTree","Hypo 1",0.000880681554252161
"158","ndhH","IQTree","Hypo 2",0.000869712596206356
"159","ndhH","IQTree","Hypo 3",0.000869712596206356
"75","clpP","RAxML","Hypo 3",0.000866948672067726
"183","ndhK","IQTree","Hypo 3",0.000865332306111358
"184","ndhK","IQTree","Hypo 4",0.000865332306111358
"117","ndhC","IQTree","Hypo 1",0.00086193580580768
"160","ndhH","IQTree","Hypo 4",0.000857982128796008
"41","atpH","RAxML","Hypo 1",0.000854579038669527
"42","atpH","RAxML","Hypo 2",0.000854068693568224
"608","ycf1","IQTree","Hypo 4",0.000851899837617858
"417","rpl2","RAxML","Hypo 1",0.00085135186615171
"619","ycf3","RAxML","Hypo 3",0.000840079361330425
"620","ycf3","RAxML","Hypo 4",0.000840079361330425
"559","rps19","IQTree","Hypo 3",0.000821462922677179
"607","ycf1","IQTree","Hypo 3",0.000796994353806852
"358","psbL","IQTree","Hypo 2",0.000795137656845237
"359","psbL","IQTree","Hypo 3",0.000795137656845237
"360","psbL","IQTree","Hypo 4",0.000795137656845237
"301","psbD","IQTree","Hypo 1",0.000792548631525746
"190","petA","IQTree","Hypo 2",0.000782133833390001
"430","rpl20","IQTree","Hypo 2",0.000782133833389999
"431","rpl20","IQTree","Hypo 3",0.000782133833389999
"432","rpl20","IQTree","Hypo 4",0.000782133833389999
"169","ndhJ","RAxML","Hypo 1",0.000780832888651598
"626","ycf4","RAxML","Hypo 2",0.000779487010796201
"627","ycf4","RAxML","Hypo 3",0.000774854825112419
"628","ycf4","RAxML","Hypo 4",0.000774854825112419
"485","rpoB","IQTree","Hypo 1",0.000773821684886123
"47","atpH","IQTree","Hypo 3",0.000768420024031995
"606","ycf1","IQTree","Hypo 2",0.000761664843177977
"354","psbL","RAxML","Hypo 2",0.000759985087572995
"355","psbL","RAxML","Hypo 3",0.000758237429833162
"356","psbL","RAxML","Hypo 4",0.000758237429833162
"141","ndhF","IQTree","Hypo 1",0.000752266796644205
"434","rpl22","RAxML","Hypo 2",0.000746736901458606
"353","psbL","RAxML","Hypo 1",0.000724074581793892
"435","rpl22","RAxML","Hypo 3",0.000722420929929359
"201","petD","RAxML","Hypo 1",0.000711721855783564
"437","rpl22","IQTree","Hypo 1",0.000707288719925133
"393","rbcL","RAxML","Hypo 1",0.000705502185208049
"274","psbA","RAxML","Hypo 2",0.000692820323027555
"361","psbM","RAxML","Hypo 1",0.000686464371495952
"617","ycf3","RAxML","Hypo 1",0.000683910325505714
"304","psbD","IQTree","Hypo 4",0.00068156682235371
"413","rpl16","IQTree","Hypo 1",0.000677915432287342
"118","ndhC","IQTree","Hypo 2",0.000639478954566398
"429","rpl20","IQTree","Hypo 1",0.000624157031523318
"436","rpl22","RAxML","Hypo 4",0.000620180618852282
"422","rpl2","IQTree","Hypo 2",0.000611010092660775
"423","rpl2","IQTree","Hypo 3",0.000611010092660775
"424","rpl2","IQTree","Hypo 4",0.000611010092660775
"631","ycf4","IQTree","Hypo 3",0.000608933493905533
"272","psaJ","IQTree","Hypo 4",0.000591382560897203
"120","ndhC","IQTree","Hypo 4",0.000591382560897202
"630","ycf4","IQTree","Hypo 2",0.000587310253046321
"632","ycf4","IQTree","Hypo 4",0.000565803263805833
"119","ndhC","IQTree","Hypo 3",0.000565803263805833
"237","psaA","IQTree","Hypo 1",0.000557494394590654
"557","rps19","IQTree","Hypo 1",0.000538034695287705
"357","psbL","IQTree","Hypo 1",0.000524615414692833
"223","petL","IQTree","Hypo 3",0.000519999999999999
"224","petL","IQTree","Hypo 4",0.000519999999999999
"131","ndhE","RAxML","Hypo 3",0.000506007905076591
"132","ndhE","RAxML","Hypo 4",0.000506007905076591
"130","ndhE","RAxML","Hypo 2",0.000506001317521341
