"","gene","mlcalc","hypo","value"
"132","ndhK","IQTree","gene",0.00277848879788997
"336","rpl32","IQTree","gene",0.0027338780757988
"408","rps18","IQTree","gene",0.00273242261250586
"307","rpl2","RAxML","codon-aligned",0.00273007936392576
"258","psbK","IQTree","gene",0.00271538824725552
"88","ndhD","IQTree","codon-aligned",0.00271529003975634
"50","cemA","RAxML","exon",0.00268700576850888
"45","ccsA","RAxML","gene",0.00263279319354939
"143","petB","IQTree","exon",0.00253921247633986
"140","petB","RAxML","exon",0.00249978665756367
"423","rps3","RAxML","gene",0.00249799919935935
"385","rps14","RAxML","codon-aligned",0.00246519776082974
"412","rps19","IQTree","codon-aligned",0.00243745769194052
"139","petB","RAxML","codon-aligned",0.00241900806116887
"71","ndhA","IQTree","exon",0.00241155551460048
"11","atpA","IQTree","exon",0.00238548387823799
"239","psbH","IQTree","exon",0.00237733744624808
"90","ndhD","IQTree","gene",0.00236330277366232
"89","ndhD","IQTree","exon",0.00234438335886717
"170","psaA","RAxML","exon",0.00234378611083293
"38","atpI","RAxML","exon",0.00231294905549891
"39","atpI","RAxML","gene",0.00229895628492584
"172","psaA","IQTree","codon-aligned",0.00225388553391693
"16","atpB","IQTree","codon-aligned",0.00224582575756298
"6","accD","IQTree","gene",0.0022300971578237
"97","ndhF","RAxML","codon-aligned",0.00221738584824563
"455","ycf2","IQTree","exon",0.0021883631630361
"7","atpA","RAxML","codon-aligned",0.00217770521421059
"291","rbcL","RAxML","gene",0.00215715862498179
"204","psbA","IQTree","gene",0.00215443728151923
"128","ndhK","RAxML","exon",0.00213853532431274
"371","rpoC2","IQTree","exon",0.00213853532431272
"5","accD","IQTree","exon",0.00210969192063675
"440","rps8","RAxML","exon",0.00210171358657644
"369","rpoC2","RAxML","gene",0.00210079350087852
"21","atpE","RAxML","gene",0.00208166599946613
"22","atpE","IQTree","codon-aligned",0.00206459035484847
"40","atpI","IQTree","codon-aligned",0.00206232878077187
"329","rpl23","IQTree","exon",0.00205056089887621
"403","rps18","RAxML","codon-aligned",0.00203020524413994
"396","rps15","IQTree","gene",0.00202389064263199
"360","rpoB","IQTree","gene",0.00201795275795379
"358","rpoB","IQTree","codon-aligned",0.00201557270603998
"240","psbH","IQTree","gene",0.00200861477972591
"169","psaA","RAxML","codon-aligned",0.00200333056017556
"25","atpF","RAxML","codon-aligned",0.00198860084816771
"87","ndhD","RAxML","gene",0.00198154821625247
"354","rpoA","IQTree","gene",0.00197305178171616
"70","ndhA","IQTree","codon-aligned",0.00197068516003952
"290","rbcL","RAxML","exon",0.00196299091524474
"448","ycf1","IQTree","codon-aligned",0.00194250697124448
"18","atpB","IQTree","gene",0.0019313207915828
"116","ndhI","RAxML","exon",0.00190787840283389
"75","ndhB","RAxML","gene",0.00190161335011441
"196","psaJ","IQTree","codon-aligned",0.00189606575132123
"82","ndhC","IQTree","codon-aligned",0.00189007936341308
"429","rps4","RAxML","gene",0.00186622613849447
"144","petB","IQTree","gene",0.00186143313963551
"394","rps15","IQTree","codon-aligned",0.00183204803430478
"237","psbH","RAxML","gene",0.00182296461841694
"434","rps7","RAxML","exon",0.00181155550103587
"207","psbB","RAxML","gene",0.0018
"81","ndhC","RAxML","gene",0.00177223023335006
"135","petA","RAxML","gene",0.00173908021666627
"446","ycf1","RAxML","exon",0.00170880074906351
"315","rpl20","RAxML","gene",0.00170848861082927
"51","cemA","RAxML","gene",0.00169705627484772
"53","cemA","IQTree","exon",0.00169705627484772
"146","petD","RAxML","exon",0.00169579873019569
"119","ndhI","IQTree","exon",0.00168249814264385
"293","rbcL","IQTree","exon",0.00168221322469339
"24","atpE","IQTree","gene",0.00167729941672122
"392","rps15","RAxML","exon",0.00167060867151267
"209","psbB","IQTree","exon",0.00166533279957291
"452","ycf2","RAxML","exon",0.00166064244596281
"77","ndhB","IQTree","exon",0.00165855358671343
"110","ndhH","RAxML","exon",0.00164879754164462
"284","psbZ","RAxML","exon",0.0016388544779815
"141","petB","RAxML","gene",0.00163009202194232
"113","ndhH","IQTree","exon",0.00161658075373095
"308","rpl2","RAxML","exon",0.00158745078663875
"378","rps11","IQTree","gene",0.00157848028179005
"355","rpoB","RAxML","codon-aligned",0.00156273264934644
"419","rps2","IQTree","exon",0.00155554920633625
"414","rps19","IQTree","gene",0.00155474027841737
"91","ndhE","RAxML","codon-aligned",0.00154647987377786
"462","ycf3","IQTree","gene",0.00154406390195916
"86","ndhD","RAxML","exon",0.00151661904687147
"254","psbK","RAxML","exon",0.00151437555888008
"377","rps11","IQTree","exon",0.00151318648333024
"312","rpl2","IQTree","gene",0.00151001103748725
"79","ndhC","RAxML","codon-aligned",0.00149617289553492
"17","atpB","IQTree","exon",0.00149492474726991
"224","psbE","RAxML","exon",0.00148880265090217
"417","rps2","RAxML","gene",0.00147458468729334
"359","rpoB","IQTree","exon",0.0014742229591664
"424","rps3","IQTree","codon-aligned",0.0014742229591664
"453","ycf2","RAxML","gene",0.00147055545061495
"106","ndhG","IQTree","codon-aligned",0.00146155168684974
"60","clpP","IQTree","gene",0.00146073041090179
"8","atpA","RAxML","exon",0.00143094374452667
"112","ndhH","IQTree","codon-aligned",0.0014142135623731
"306","rpl16","IQTree","gene",0.00141237388817551
"42","atpI","IQTree","gene",0.00139847536028824
"142","petB","IQTree","codon-aligned",0.00139661495528773
"57","clpP","RAxML","gene",0.00138713133240272
"238","psbH","IQTree","codon-aligned",0.00137700157346799
"134","petA","RAxML","exon",0.00136923336214102
"404","rps18","RAxML","exon",0.00136461765096797
"257","psbK","IQTree","exon",0.00136137185711082
"273","psbN","RAxML","gene",0.00136025634838928
"463","ycf4","RAxML","codon-aligned",0.00135336617365737
"69","ndhA","RAxML","gene",0.00134402380931292
"93","ndhE","RAxML","gene",0.00134288247189891
"357","rpoB","RAxML","gene",0.00134079578360515
"19","atpE","RAxML","codon-aligned",0.00133146535816746
"145","petD","RAxML","codon-aligned",0.00132609703013518
"366","rpoC1","IQTree","gene",0.00132015150645674
"466","ycf4","IQTree","codon-aligned",0.00131590273196768
"85","ndhD","RAxML","codon-aligned",0.00130107647738325
"297","rpl14","RAxML","gene",0.00129001291983194
"2","accD","RAxML","exon",0.00128582010146574
"416","rps2","RAxML","exon",0.00127582652948327
"72","ndhA","IQTree","gene",0.00127315880130223
"445","ycf1","RAxML","codon-aligned",0.00127017059221718
"400","rps16","IQTree","codon-aligned",0.00127011810474459
"44","ccsA","RAxML","exon",0.00124166554809794
"411","rps19","RAxML","gene",0.00122588743365776
"374","rps11","RAxML","exon",0.00122463600034187
"373","rps11","RAxML","codon-aligned",0.00121562055483335
"313","rpl20","RAxML","codon-aligned",0.00120968315410827
"105","ndhG","RAxML","gene",0.00120714539306581
"26","atpF","RAxML","exon",0.00120554275466834
"303","rpl16","RAxML","gene",0.0012001666550942
"84","ndhC","IQTree","gene",0.0012001666550942
"295","rpl14","RAxML","codon-aligned",0.00119755306075904
"272","psbN","RAxML","exon",0.00119128334161105
"193","psaJ","RAxML","codon-aligned",0.00118243618438093
"63","matK","RAxML","gene",0.00116824654932082
"67","ndhA","RAxML","codon-aligned",0.00115677713209301
"197","psaJ","IQTree","exon",0.00113633205562908
"317","rpl20","IQTree","exon",0.0011307065637615
"316","rpl20","IQTree","codon-aligned",0.00111880889044257
"397","rps16","RAxML","codon-aligned",0.00111737788296231
"401","rps16","IQTree","exon",0.00110821177278232
"361","rpoC1","RAxML","codon-aligned",0.00110151410945722
"80","ndhC","RAxML","exon",0.00108523422970957
"15","atpB","RAxML","gene",0.00108486558307162
"64","matK","IQTree","codon-aligned",0.00107684725007774
"66","matK","IQTree","gene",0.00106814480915901
"433","rps7","RAxML","codon-aligned",0.00104083299973307
"49","cemA","RAxML","codon-aligned",0.00103923048454132
"107","ndhG","IQTree","exon",0.00103852459447686
"195","psaJ","RAxML","gene",0.00102846163435168
"96","ndhE","IQTree","gene",0.0010275997923965
"215","psbC","IQTree","exon",0.0010257355084686
"398","rps16","RAxML","exon",0.00100166528008778
"9","atpA","RAxML","gene",0.000993847741524492
"271","psbN","RAxML","codon-aligned",0.000987020432074905
"34","atpH","IQTree","codon-aligned",0.000982613521855532
"388","rps14","IQTree","codon-aligned",0.000976183042944989
"305","rpl16","IQTree","exon",0.000971665237277394
"185","psaC","IQTree","exon",0.000969490649774406
"109","ndhH","RAxML","codon-aligned",0.000961665222413705
"149","petD","IQTree","exon",0.000953939201416946
"444","rps8","IQTree","gene",0.000947494239208521
"104","ndhG","RAxML","exon",0.000945374705253601
"14","atpB","RAxML","exon",0.000941558990894007
"376","rps11","IQTree","codon-aligned",0.000930447920806605
"409","rps19","RAxML","codon-aligned",0.000925850959928216
"43","ccsA","RAxML","codon-aligned",0.000916515138991167
"364","rpoC1","IQTree","codon-aligned",0.000916515138991165
"299","rpl14","IQTree","exon",0.000904728320178678
"253","psbK","RAxML","codon-aligned",0.000901849950564577
"386","rps14","RAxML","exon",0.000901554213566771
"20","atpE","RAxML","exon",0.000890168523370714
"294","rbcL","IQTree","gene",0.000884941429323625
"136","petA","IQTree","codon-aligned",0.00088325156854281
"410","rps19","RAxML","exon",0.000882723059628557
"83","ndhC","IQTree","exon",0.000881891905696688
"447","ycf1","RAxML","gene",0.000871779788708144
"35","atpH","IQTree","exon",0.000871321601553258
"98","ndhF","RAxML","exon",0.000871091269615302
"283","psbZ","RAxML","codon-aligned",0.000867668907667743
"115","ndhI","RAxML","codon-aligned",0.000860774844737771
"275","psbN","IQTree","exon",0.000851276688274734
"367","rpoC2","RAxML","codon-aligned",0.000848528137423881
"213","psbC","RAxML","gene",0.000843879928267839
"202","psbA","IQTree","codon-aligned",0.000839126529990166
"1","accD","RAxML","codon-aligned",0.000838561466639944
"351","rpoA","RAxML","gene",0.000834505841801002
"323","rpl22","IQTree","exon",0.000824701966369265
"325","rpl23","RAxML","codon-aligned",0.000804072965179985
"103","ndhG","RAxML","codon-aligned",0.000799082807557094
"201","psbA","RAxML","gene",0.000797579672091343
"326","rpl23","RAxML","exon",0.000796073698430825
"41","atpI","IQTree","exon",0.000777774603168124
"431","rps4","IQTree","exon",0.000757451868657893
"420","rps2","IQTree","gene",0.000755071740520949
"117","ndhI","RAxML","gene",0.000750821772016057
"442","rps8","IQTree","codon-aligned",0.000748000891265067
"441","rps8","RAxML","gene",0.00074265469768931
"390","rps14","IQTree","gene",0.000736568620926343
"37","atpI","RAxML","codon-aligned",0.000732757349559412
"352","rpoA","IQTree","codon-aligned",0.00073111786555475
"330","rpl23","IQTree","gene",0.000730087665968958
"56","clpP","RAxML","exon",0.000721836722073166
"349","rpoA","RAxML","codon-aligned",0.000721757115194117
"102","ndhF","IQTree","gene",0.000714516153304692
"148","petD","IQTree","codon-aligned",0.000702661606559895
"173","psaA","IQTree","exon",0.000702376916856842
"456","ycf2","IQTree","gene",0.000696371548337046
"467","ycf4","IQTree","exon",0.000692936745549933
"387","rps14","RAxML","gene",0.000684397545290748
"464","ycf4","RAxML","exon",0.00068234888436928
"320","rpl22","RAxML","exon",0.000681810335308386
"379","rps12","RAxML","codon-aligned",0.000681296802673647
"465","ycf4","RAxML","gene",0.00068
"137","petA","IQTree","exon",0.000673003219407856
"437","rps7","IQTree","exon",0.000662520439936259
"350","rpoA","RAxML","exon",0.000659191423892433
"384","rps12","IQTree","gene",0.000652767441998554
"32","atpH","RAxML","exon",0.000651841494025452
"413","rps19","IQTree","exon",0.000635400136397005
"353","rpoA","IQTree","exon",0.000631294965395205
"199","psbA","RAxML","codon-aligned",0.000620107517559118
"375","rps11","RAxML","gene",0.000618492791658345
"328","rpl23","IQTree","codon-aligned",0.000617784212596383
"212","psbC","RAxML","exon",0.00060475890512942
"13","atpB","RAxML","codon-aligned",0.000594081924765713
"333","rpl32","RAxML","gene",0.000593731701472418
"302","rpl16","RAxML","exon",0.000591945943477949
"48","ccsA","IQTree","gene",0.000590028247911354
"468","ycf4","IQTree","gene",0.000586174035590114
"68","ndhA","RAxML","exon",0.000574920284329343
"225","psbE","RAxML","gene",0.000570610199698532
"381","rps12","RAxML","gene",0.000569561234635927
"276","psbN","IQTree","gene",0.000564345048116251
"36","atpH","IQTree","gene",0.000562371170432246
"59","clpP","IQTree","exon",0.000560231464069391
"430","rps4","IQTree","codon-aligned",0.00056
"33","atpH","RAxML","gene",0.000558010752584572
"288","psbZ","IQTree","gene",0.000557820759742769
"382","rps12","IQTree","codon-aligned",0.000556087523087268
"263","psbL","IQTree","exon",0.000552191307428866
"314","rpl20","RAxML","exon",0.000544181342323801
"324","rpl22","IQTree","gene",0.00054267977052156
"227","psbE","IQTree","exon",0.000535640887162285
"211","psbC","RAxML","codon-aligned",0.000532666249478352
"443","rps8","IQTree","exon",0.000530282943342513
"171","psaA","RAxML","gene",0.000529150262212918
"256","psbK","IQTree","codon-aligned",0.000529150262212918
"95","ndhE","IQTree","exon",0.000520808346067278
"304","rpl16","IQTree","codon-aligned",0.000519358578761666
"301","rpl16","RAxML","codon-aligned",0.000517815926110171
"300","rpl14","IQTree","gene",0.000514198405287297
"28","atpF","IQTree","codon-aligned",0.000508461732417823
"319","rpl22","RAxML","codon-aligned",0.000508143024485561
"435","rps7","RAxML","gene",0.000507012162904731
"62","matK","RAxML","exon",0.000504107131471079
"101","ndhF","IQTree","exon",0.00049409850569834
"428","rps4","RAxML","exon",0.000483459753581759
"395","rps15","IQTree","exon",0.000483459753581752
"380","rps12","RAxML","exon",0.000480138868800823
"65","matK","IQTree","exon",0.000479859701718464
"4","accD","IQTree","codon-aligned",0.000473591948129752
"286","psbZ","IQTree","codon-aligned",0.000471696229933347
"274","psbN","IQTree","codon-aligned",0.000466803313327287
"78","ndhB","IQTree","gene",0.000460579345317757
"383","rps12","IQTree","exon",0.000449592408002329
"439","rps8","RAxML","codon-aligned",0.000449521226788384
"194","psaJ","RAxML","exon",0.000447362641861536
"389","rps14","IQTree","exon",0.000430038757943203
"55","clpP","RAxML","codon-aligned",0.000429455469169971
"427","rps4","RAxML","codon-aligned",0.00041101500378129
"138","petA","IQTree","gene",0.00041052811515575
"73","ndhB","RAxML","codon-aligned",0.000410121933088196
"226","psbE","IQTree","codon-aligned",0.000409626610463725
"118","ndhI","IQTree","codon-aligned",0.000406119850947148
"100","ndhF","IQTree","codon-aligned",0.000401497197997696
"338","rpl33","RAxML","exon",0.000394076743794911
"337","rpl33","RAxML","codon-aligned",0.000393073292571924
"287","psbZ","IQTree","exon",0.000386924092469483
"159","petL","RAxML","gene",0.000374427563087976
"182","psaC","RAxML","exon",0.000368378410514695
"340","rpl33","IQTree","codon-aligned",0.000362493218327369
"298","rpl14","IQTree","codon-aligned",0.000357957166897567
"30","atpF","IQTree","gene",0.00034786204161995
"186","psaC","IQTree","gene",0.00033940066784456
"436","rps7","IQTree","codon-aligned",0.000333066559914581
"158","petL","RAxML","exon",0.000332854943381247
"94","ndhE","IQTree","codon-aligned",0.000327348947353331
"191","psaI","IQTree","exon",0.000324937060572249
"296","rpl14","RAxML","exon",0.00030265491900843
"126","ndhJ","IQTree","gene",0.000291742443489687
"133","petA","RAxML","codon-aligned",0.000291433239925259
"167","petN","IQTree","exon",0.000289758255738218
"292","rbcL","IQTree","codon-aligned",0.00028484615730835
"342","rpl33","IQTree","gene",0.000279163034802246
"228","psbE","IQTree","gene",0.000275538841787022
"190","psaI","IQTree","codon-aligned",0.000269411976967123
"282","psbT","IQTree","gene",0.000265451263574565
"120","ndhI","IQTree","gene",0.00026
"124","ndhJ","IQTree","codon-aligned",0.000259594786799222
"327","rpl23","RAxML","gene",0.000245764114548889
"432","rps4","IQTree","gene",0.000241108550933667
"245","psbI","IQTree","exon",0.000238991805717267
"61","matK","RAxML","codon-aligned",0.000227449628123093
"192","psaI","IQTree","gene",0.0002232653428845
"268","psbM","IQTree","codon-aligned",0.000221428573886329
"184","psaC","IQTree","codon-aligned",0.000220165967700127
"157","petL","RAxML","codon-aligned",0.000217938829338265
"183","psaC","RAxML","gene",0.000217649381651622
"270","psbM","IQTree","gene",0.000217546845529877
"289","rbcL","RAxML","codon-aligned",0.000215864154813469
"31","atpH","RAxML","codon-aligned",0.000215502513519757
"344","rpl36","RAxML","exon",0.000213689576941145
"363","rpoC1","RAxML","gene",0.000202977831301847
"438","rps7","IQTree","gene",0.000202319878739913
"393","rps15","RAxML","gene",0.000200333056017559
"47","ccsA","IQTree","exon",0.000189032625050102
"99","ndhF","RAxML","gene",0.000185831464863548
"214","psbC","IQTree","codon-aligned",0.000185008107930437
"277","psbT","RAxML","codon-aligned",0.000184927985983734
"125","ndhJ","IQTree","exon",0.000184236261360244
"223","psbE","RAxML","codon-aligned",0.000183137434731406
"187","psaI","RAxML","codon-aligned",0.000176978341424405
"242","psbI","RAxML","exon",0.000176961803788275
"318","rpl20","IQTree","gene",0.000176921828312204
"161","petL","IQTree","exon",0.000176207756166785
"180","psaB","IQTree","gene",0.000174737898961086
"269","psbM","IQTree","exon",0.000173035876030728
"285","psbZ","RAxML","gene",0.000171188005810376
"189","psaI","RAxML","gene",0.000169977684809899
"265","psbM","RAxML","codon-aligned",0.000166818024605656
"321","rpl22","RAxML","gene",0.00016653327995729
"341","rpl33","IQTree","exon",0.000159300596357955
"188","psaI","RAxML","exon",0.000158825732591836
"27","atpF","RAxML","gene",0.000158341403303116
"121","ndhJ","RAxML","codon-aligned",0.000156195433138531
"335","rpl32","IQTree","exon",0.000155563491861041
"181","psaC","RAxML","codon-aligned",0.000155001075265088
"216","psbC","IQTree","gene",0.000151437555888008
"162","petL","IQTree","gene",0.000149617289553492
"334","rpl32","IQTree","codon-aligned",0.000149441132668798
"163","petN","RAxML","codon-aligned",0.000144466789724605
"264","psbL","IQTree","gene",0.000142962512568855
"460","ycf3","IQTree","codon-aligned",0.000141421356237314
"459","ycf3","RAxML","gene",0.000139999999999999
"279","psbT","RAxML","gene",0.000131683902331809
"160","petL","IQTree","codon-aligned",0.000130063522941676
"246","psbI","IQTree","gene",0.00012854056843399
"266","psbM","RAxML","exon",0.000119938611069719
"243","psbI","RAxML","gene",0.000115751330589904
"244","psbI","IQTree","codon-aligned",0.000111938658797278
"122","ndhJ","RAxML","exon",0.00010611484344803
"58","clpP","IQTree","codon-aligned",0.000103563185222034
"222","psbD","IQTree","gene",9.74963692950374e-05
"155","petG","IQTree","exon",8.69138963318551e-05
"261","psbL","RAxML","gene",7.98709392290671e-05
"92","ndhE","RAxML","exon",7.57187779440035e-05
"280","psbT","IQTree","codon-aligned",7.50269027305095e-05
"252","psbJ","IQTree","gene",7.28556617249328e-05
"332","rpl32","RAxML","exon",6.64680374315357e-05
"250","psbJ","IQTree","codon-aligned",6.35880128236582e-05
"218","psbD","RAxML","exon",5.83897539476065e-05
"418","rps2","IQTree","codon-aligned",5.65685424949215e-05
"123","ndhJ","RAxML","gene",5.60000000000001e-05
"278","psbT","RAxML","exon",5.43920741775245e-05
"154","petG","IQTree","codon-aligned",5.29002589881464e-05
"331","rpl32","RAxML","codon-aligned",5.28992228424325e-05
"259","psbL","RAxML","codon-aligned",5.28791464883212e-05
"343","rpl36","RAxML","codon-aligned",5.22498252109702e-05
"339","rpl33","RAxML","gene",4.81802172404124e-05
"345","rpl36","RAxML","gene",4.26317562696007e-05
"241","psbI","RAxML","codon-aligned",3.98529313016412e-05
"347","rpl36","IQTree","exon",3.76644140526114e-05
"281","psbT","IQTree","exon",3.45258241513991e-05
"346","rpl36","IQTree","codon-aligned",3.24079614298853e-05
"262","psbL","IQTree","codon-aligned",3.23783878536285e-05
"322","rpl22","IQTree","codon-aligned",3.13900196453162e-05
"165","petN","RAxML","gene",3.04183922233463e-05
"251","psbJ","IQTree","exon",2.97349876912704e-05
"247","psbJ","RAxML","codon-aligned",2.95493805166865e-05
"221","psbD","IQTree","exon",2.63857740190183e-05
"249","psbJ","RAxML","gene",2.58251300655492e-05
"219","psbD","RAxML","gene",2.02968450769466e-05
"166","petN","IQTree","codon-aligned",1.98618562408787e-05
"232","psbF","IQTree","codon-aligned",1.79413576648585e-05
"260","psbL","RAxML","exon",1.52991677333551e-05
"168","petN","IQTree","gene",1.47391528928904e-05
"233","psbF","IQTree","exon",1.45356828815943e-05
"156","petG","IQTree","gene",1.41334608823517e-05
"267","psbM","RAxML","gene",1.30710672861859e-05
"164","petN","RAxML","exon",1.19798690332797e-05
"231","psbF","RAxML","gene",1.07725968849541e-05
"152","petG","RAxML","exon",9.42842948427079e-06
"153","petG","RAxML","gene",9.41487843472997e-06
"348","rpl36","IQTree","gene",8.00792612849252e-06
"248","psbJ","RAxML","exon",6.46358792634132e-06
"217","psbD","RAxML","codon-aligned",5.64833440365869e-06
"151","petG","RAxML","codon-aligned",5.11178351361467e-06
"229","psbF","RAxML","codon-aligned",3.73059114061105e-06
"230","psbF","RAxML","exon",2.65400633090479e-06
"234","psbF","IQTree","gene",1.5644016745403e-06
"220","psbD","IQTree","codon-aligned",5.77343976174585e-07
